Example ID,Suffix Guess
3233,"[534,257,273,286,262,2831,13,198,674,1088,290,198,674,1088,290,198,749,7,1266,347,1294,287,17,17487,24009,9399,400,10130,262,464,1910,835,82,986,32330,318,14212,5304,33,3706,8,13,290,2904,587,1705,367,345,257,273]"
10424,"[13,628,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,366,29,12,628,198,27,198,3003,198,220,1279,198,220,220,220,366,198,220,220,220,220,1279,198,220,220,220,220,220]"
6034,"[290,18215,286,3670,11,645,13,4911,393,17142,13,262,13,262,13,262,13,262,13,1169,13,1169,13,1169,13,1169,13,1169,13,1169,13,1169,13,1169,13,1169,13,1169,13,1169,13,1169,13,1169,13,1169,13,1169,13,262]"
6727,"[393,220,220,2163,220,2183,220,284,262,220,220,1058,1058,1994,198,537,284,220,220,2539,347,220,2099,220,220,347,62,25,220,2882,5562,4775,24659,263,262,220,220,1058,1058,220,220,1994,307,220,3278,2539,220,393,220,220]"
2744,"[3575,19580,198,198,20786,198,1,198,20786,198,1,198,20786,198,1,198,20786,198,1,198,20786,357,16366,14680,11792,8,23520,198,1,198,20786,357,16366,14680,11792,8,23520,10019,198,1,198,20786,198,1,198,20786,357,16366,14680,11792]"
7788,"[11,262,262,257,649,198,198,1659,198,198,18,198,198,1659,198,198,18,198,198,1659,198,198,18,198,198,1659,198,198,18,198,198,1169,198,198,19,198,198,1659,198,198,19,198,198,1659,198,198,19,198,198,1659]"
2903,"[198,83,198,197,83,19039,640,198,197,83,19039,640,13,3844,22446,47000,81,198,197,83,198,197,83,19039,640,13,3844,3419,198,197,83,198,197,83,16,19039,640,13,47000,81,198,197,83,16,796,256,13,7004,7,83]"
6231,"[40165,3963,1635,198,3336,3268,32,2043,40,6234,3180,2751,3963,1635,13,198,1635,198,1635,1635,11,1635,11,1635,11,1635,11,1635,11,1635,11,1635,11,1635,11,1635,11,1635,11,1635,11,1635,11,1635,11,1635,198,1635,1635,11]"
494,"[262,3336,3336,198,3336,198,198,1659,34482,34764,56,13,3336,3963,34482,34764,56,5390,3336,3336,3963,34482,34764,56,198,198,1659,34482,34764,56,198,198,1659,34482,34764,56,198,198,1659,34482,34764,56,198,198,1659,34482,34764,56,198,198]"
4656,"[34,198,35,17,37,24,198,10619,38019,198,2257,7227,38019,657,198,24181,3727,2751,657,198,17887,2389,4221,642,3980,198,42955,2389,4221,642,198,57,54,198,10619,38019,198,2257,7227,38019,657,198,24181,3727,2751,352,198,17887,2389,4221]"
9341,"[27,1220,64,29,198,198,464,1708,318,262,1255,198,198,27,15414,2099,2625,5239,1,10058,2625,47730,1,201,198,8367,2625,26700,201,198,27,15414,2099,2625,5239,1,10058,2625,47730,1,1988,2625,26700,198,198,40,765,284,651,691]"
934,"[198,90,197,49464,361,197,1391,3419,198,11,197,197,42180,11454,198,11,198,92,11454,197,11,5376,19039,7,42180,5456,13,198,11258,197,49464,361,197,1391,8,36142,10260,5376,92,629,14512,11454,197,11,197,11,37046,13247,3419,37534]"
9852,"[198,198,40,716,257,2888,286,262,366,34,1,286,262,366,50,1,286,262,366,43,1,286,262,366,34,1,286,262,366,50,1,286,1169,198,1,43,1,286,262,366,43,1,286,262,366,34,1,286,262,366]"
7041,"[201,198,197,367,3855,3855,220,220,220,220,220,220,220,357,5661,737,201,220,357,5661,737,201,220,357,201,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,10563,201,220,220,220]"
7631,"[17816,81,28,11,83,28,26,11,64,26,82,11,72,17816,81,28,26,11,83,28,26,11,64,26,82,11,72,17816,81,28,11,83,28,26,11,64,26,82,11,72,10786,81,28,26,11,83,28,26,11,64]"
12924,"[19,340,318,3232,10442,13,198,13,764,198,198,20,8,198,198,21,8,198,198,22,8,198,198,23,8,198,198,24,8,198,198,940,8,198,198,1157,8,198,198,1157,198,198,1157,198,198,1065,8,198,198,1065]"
11824,"[5626,9348,43031,19146,7473,15529,42242,11,19387,25256,1847,6375,7102,5188,10917,3525,12576,29506,25552,198,11,7473,11,406,10892,4810,19238,29722,11,29506,25552,5390,11,6375,406,18420,3963,46805,50,42865,6375,22904,3525,11,406,18420,3963,23210,6375,25401]"
13240,"[12,403,262,284,286,284,366,286,366,262,13,198,198,818,3759,1301,25,22478,4260,477,12,416,1,30070,9520,1528,30070,351,12134,9828,1,319,7768,286,13552,366,1802,791,25614,262,287,1770,6502,366,468,338,717,11,25,1301]"
3110,"[262,198,1635,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,1635,290,37592,286,220,262,287,428,220,1635,1635,198,9466,198,220,220,220,220]"
8486,"[11,220,286,11,2123,220,366,7979,13,352,13,940,3318,2934,286,262,201,198,47177,5071,11487,274,9285,357,464,19220,2723,290,11,290,286,13,366,4599,220,2624,11,220,286,11,2123,201,198,286,13,366,7979,13,352,13]"
532,"[1298,366,366,92,220,220,198,220,1782,220,220,198,198,19,220,366,366,366,1391,1298,366,3672,220,198,62,1782,220,220,198,220,837,220,220,198,198,20,220,366,366,366,1391,1298,220,366,3672,220,198,62,8964,220]"
12921,"[3203,198,13,1635,1635,1635,198,1635,198,1635,1635,198,1635,1635,198,1635,1635,198,1635,3203,34152,1635,1635,198,1635,1635,1635,198,1635,1635,198,1635,1635,198,1635,1635,198,1635,1635,198,1635,1635,198,1635,1635,198,1635,12025,198,1635]"
13834,"[13,628,220,220,220,220,220,198,220,198,220,197,220,198,220,220,198,220,220,220,220,198,220,197,220,198,220,220,220,198,220,220,220,198,220,220,220,198,220,220,220,198,220,220,220,198,220,220,198,220]"
9917,"[220,220,220,220,220,220,220,220,220,220,1635,220,220,220,220,220,220,220,1635,5964,318,220,220,262,220,5094,220,13789,286,220,220,220,220,220,220,220,543,1635,198,220,220,220,1635,220,220,220,220,220,220,220]"
13968,"[198,27,28341,29,198,27,28112,347,43312,38559,24290,3563,56,28378,5390,8410,5626,4810,12096,9865,2043,399,29559,13,14610,198,27,11487,1398,2625,11487,3084,12,65,24071,3084,12,36311,276,3084,12,17561,15385,1,1875,198,27,2213,1875,198]"
1929,"[18,5320,77,7287,3556,45,15,29,2685,198,15,8305,27,2777,392,8305,2625,22093,11,11487,18,1398,28376,39231,1,198,6927,6888,1159,6927,45,15,2625,18,5320,77,7287,3556,45,15,29,1398,198,15,6764,198,3556,6888,1159,29]"
9067,"[262,13,198,198,464,3067,11416,286,262,3067,11416,286,262,5161,284,5161,13,198,198,464,13524,11416,286,262,5161,284,5161,13,198,198,464,13524,11416,286,262,5161,284,5161,13,198,198,464,13524,11416,286,262,5161,284,5161,13]"
13140,"[66,21130,3041,19039,198,7,11,1416,3672,11,3041,8,66,21130,3041,19039,198,7,11,1416,5376,11,3041,8,1416,5376,11,3041,11,3041,11,3041,11,3041,11,3041,11,3041,11,66,21130,42180,19039,198,7,11,1416,3672,11,3041]"
5678,"[44,9414,1,366,11922,1,366,67,1,366,9414,1,366,11922,1,366,44,9414,1,366,7975,1,366,67,7785,44,1,366,7975,1,366,44,9414,1,366,7975,1,366,67,7785,44,1,366,9414,1,366,11922,1,366,67]"
10560,"[220,220,220,1279,34924,220,220,220,220,220,220,220,220,198,220,220,220,220,220,220,220,1875,198,198,29,198,220,220,220,220,4686,198,198,29,220,1875,198,220,220,220,4686,198,198,29,198,29,220,220,4686,198]"
11508,"[11,340,492,6122,357,3127,2806,496,11,340,13,20426,357,3127,2806,496,11,340,492,6122,357,3127,2806,496,11,340,13,20426,357,3127,2806,671,11,340,492,6122,357,3127,2806,671,11,340,492,6122,357,3127,2806,671,11,340]"
11021,"[13,197,8,357,8056,13,4122,495,5456,38727,18453,563,29783,7785,25206,1635,13,47133,31077,11,7,437,11454,13,4122,495,4008,4049,198,357,437,11454,13,4122,495,5456,38727,18453,563,29783,19852,25206,1635,13,47133,31077,13,197,8,4049]"
3423,"[1635,198,1635,1635,197,197,197,197,197,1635,197,197,1635,197,197,1635,15211,198,1635,197,197,197,197,197,1635,1635,197,197,1635,1635,197,197,1635,9466,198,1635,197,197,197,197,197,1635,1635,197,197,1635,1635,197,197,1635]"
1415,"[3039,284,307,1908,284,477,13,198,13,262,220,32161,407,785,220,286,9088,39081,290,31,284,477,13,81,1313,11421,1313,220,389,551,12,10971,285,198,7589,13,1267,2039,1462,770,392,1313,379,37348,3039,284,307,1908,284,477]"
3797,"[1220,3036,198,422,8839,11,8839,11,14013,11,14013,11,14013,11,198,14013,11,14013,11,14013,11,10058,11,10058,11,14013,11,198,8839,11,8839,11,14013,11,14013,11,46454,11,198,8839,11,8839,11,14013,11,14013,11,14013,11,198]"
12675,"[286,262,513,6300,13,198,1003,198,1003,15069,357,34,8,4751,416,198,1635,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,3336,198,1635,220,220,220]"
12276,"[532,2390,37,197,220,220,220,220,788,720,8,29568,1391,220,8,220,11405,611,4852,220,11405,1332,220,26,628,198,220,198,198,2,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,198,2,220,220,220]"
3052,"[198,27,4528,6927,64,1398,2625,62,198,1,13291,2625,40720,5657,65,13,65,330,33587,3556,64,28341,1,27,62,198,15913,198,3556,4528,29,198,27,4528,6927,64,1398,2625,62,198,1,13291,2625,40720,5657,65,13,65,330,33587]"
1679,"[8635,13,18833,3849,7,3849,20692,5662,16,7,439,66,828,3849,20692,5662,15,64,7,13271,8635,13,18833,3849,7,439,66,828,3849,20692,5662,20,64,7,439,66,11,29536,5662,21,64,7,439,66,11,29536,5662,22,64,7]"
10950,"[13,286,198,262,6634,13,198,290,13,262,13,1635,286,198,262,13,1635,286,198,262,13,1635,286,198,262,13,1635,286,198,262,13,1635,286,198,262,13,284,198,262,13,286,198,262,13,1635,286,198,262,13,267]"
9713,"[13,1267,198,198,7,198,198,7,198,198,16,198,198,17,198,198,18,198,198,19,198,198,8,198,198,8,198,198,8,198,198,8,198,198,16,198,198,7,198,198,7,198,198,15,198,198,15,198,198,15]"
8904,"[8,262,4967,198,13,262,4626,13,198,1169,4626,26,262,4626,13,198,1169,4626,26,262,4626,13,198,1169,4626,26,262,4626,198,13,262,4626,13,198,1169,4626,26,262,4626,13,198,1169,4626,198,26,262,4626,13,198,1169]"
11367,"[262,220,286,262,220,1064,262,220,4917,220,284,220,1064,262,220,262,220,4917,6,220,262,220,4917,220,262,220,262,220,262,198,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
1806,"[4668,13,796,197,17,220,198,37043,17,256,197,220,27201,220,256,11792,19703,4668,13,796,197,17,628,197,197,92,198,197,92,1391,198,197,197,7742,220,220,220,220,220,796,256,27201,37321,28820,90,92,198,197,197,83]"
1777,"[16,68,220,198,220,220,220,220,220,220,220,220,220,220,220,220,220,198,220,220,220,220,220,220,220,220,220,220,220,220,198,65,220,257,22,1731,87,1765,198,220,220,220,767,1731,87,1765,198,220,220,220]"
7466,"[198,416,318,318,287,290,198,13,1003,198,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,3373,198,3373,198,1003,220,220]"
3659,"[13,1635,198,1635,1635,287,1635,262,1635,1635,220,198,13,1635,1635,220,198,1635,1635,220,198,13,9466,198,198,15211,220,198,1635,220,770,1430,318,1479,3788,26,345,460,17678,4163,340,290,14,273,13096,340,220,198,1635,220]"
11653,"[532,284,3891,37592,286,198,220,220,393,198,220,532,284,3891,37592,287,198,220,220,220,393,198,220,532,284,3891,37592,287,198,220,220,220,393,198,220,532,284,3891,37592,198,220,220,220,262,779,286,428,220,198,198]"
4626,"[855,4906,5633,2099,1058,705,855,5145,4324,1659,22289,5633,5145,4324,1659,22289,5633,2099,1058,705,855,3298,5189,8457,12286,1058,720,17816,770,705,855,4906,5633,2099,1058,705,855,5145,4324,1659,22289,5633,5145,2099,1058,705,855,3298,5189,8457]"
1554,"[1141,3759,23166,13241,262,33197,2669,25,5038,1301,26851,262,13241,2669,25,5038,1301,26851,262,13241,2669,25,5038,31002,1301,5986,351,287,262,25165,4452,3759,23166,25165,4452,262,25165,4452,262,25165,4452,262,25165,4452,262,25165,4452,262,25165,4452]"
2380,"[262,8,2,326,262,8,2,262,8,2,318,2,407,13,262,8,2,262,8,2,284,262,8,2,262,8,2,284,262,8,2,284,262,8,2,284,262,8,2,284,262,8,2,284,262,8,2,284,262,8]"
3200,"[11,220,220,428,3232,220,284,345,13,220,3232,318,11,428,3232,284,345,13,220,3232,318,11,428,1479,284,345,13,220,3232,318,11,428,1479,284,345,13,220,3232,318,11,428,1479,284,345,13,198,198,17,220,220]"
6609,"[198,1921,14,220,290,3180,21825,416,220,340,198,1797,14,220,290,407,220,663,198,1921,14,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
7696,"[220,1635,37592,198,262,663,5696,1708,10314,262,11,351,1635,286,1635,6082,13863,220,2059,220,13,290,4003,287,2810,584,198,1635,4249,198,286,1635,6082,13863,220,2059,220,13,290,4003,287,2810,584,198,262,663,5696,1708,10314,262]"
3448,"[284,262,779,8,290,329,543,357,262,5964,1003,393,262,5466,8,286,262,198,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
10123,"[1008,27,28341,198,198,64,198,198,64,198,198,64,198,198,64,198,198,4871,198,198,4871,198,198,4871,198,198,4871,198,198,4871,198,198,27,33,29,33,3556,33,12240,33,29,1279,33,29,33,3556,33,12240,33,29]"
9942,"[198,198,26,220,220,383,1303,318,262,198,26,220,220,1303,318,262,1438,286,262,198,26,220,220,1303,318,262,1438,286,262,198,26,220,220,383,1303,318,262,1438,286,262,198,26,220,220,220,220,318,262,1438,286]"
13824,"[1,3556,7146,17,7496,12,19522,6927,7146,17,7496,12,19522,198,1,7146,8658,17,16539,198,1,34213,2625,17899,1,198,7146,17,7496,12,19522,198,1,27,2659,17,7496,12,19522,198,1,27,2659,17,7496,12,19522,198,1,7146]"
9912,"[1003,8,287,14,198,220,220,220,220,220,262,1003,13,290,14,273,1003,13,290,14,273,1003,13,393,1003,13,290,14,273,1003,13,287,14,198,220,220,220,220,220,220,220,220,220,262,1003,13,290,14,273,1003]"
12822,"[9647,2625,1821,1,6001,2625,1821,1,5988,2625,1238,12,366,29,20192,1160,1,6001,2625,1821,1,5988,2625,1238,12,366,29,20192,1160,1,9647,2625,1821,1,6001,2625,1821,1,5988,2625,1238,12,366,12240,11134,2625,29,20192,1238,1]"
1780,"[10433,767,2327,486,197,198,10433,2254,11,7477,8854,15377,12,1157,486,220,197,628,198,198,12532,1137,37692,45761,32043,17941,7473,11342,2043,3963,337,6981,2390,2937,198,198,464,8853,329,1991,286,6855,25509,318,6699,13,198,198,14,50]"
6537,"[1635,262,6634,220,1635,393,47466,1708,477,1635,262,1635,2029,10442,198,318,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,1635,393,47466,1708,220,1635,284,262,1635]"
8100,"[477,262,198,56,13,198,198,93,357,3336,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,3963,12680,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
67,"[76,14,89,15,28,1003,289,23,25,19,14,71,23,25,15,14,71,23,25,15,14,71,23,25,15,14,71,23,25,15,198,198,301,34,22592,51,76,14,89,15,28,20379,71,23,25,19,14,71,23,25]"
8199,"[1,10,58,1785,20740,1102,818,58,366,13,7808,19463,1600,905,2361,10,1,198,197,197,7,1391,3991,25,276,92,1267,1,20740,1102,818,58,366,13,7808,19463,1600,905,2361,8614,198,197,220,685,1785,20740,1102,818,58,705]"
10471,"[290,201,286,290,262,284,11,262,284,11,307,290,201,286,290,262,284,11,262,284,11,262,284,11,262,284,11,262,284,11,262,262,286,290,262,262,284,11,262,284,11,262,284,11,262,284,11,262,1462,392]"
9121,"[7,1136,1,855,8818,25,1441,5145,26181,11405,26181,11405,366,28,361,13,9783,7,1136,1,855,8818,25,1441,5145,26181,1776,7,1136,1,855,8818,25,1441,5145,26181,26,7,1136,1,855,8818,25,1441,5145,26181,11405,26181,11405,366]"
2756,"[11,15,87,16,67,15,11,15,87,15,67,20,11,15,87,20,65,11,15,87,15,65,11,15,87,20,66,11,15,87,15,65,657,87,20,65,11,15,87,15,65,11,15,87,20,66,11,15,87,15]"
8276,"[198,13,198,198,11,351,198,262,198,837,287,198,11,287,198,351,198,11,287,198,11,287,198,11,287,198,11,287,198,11,290,198,11,287,198,11,287,198,11,287,198,11,287,198,11,287,198,11,290,198]"
5913,"[198,389,287,262,428,262,198,290,262,198,1708,198,262,198,1708,198,262,198,1708,198,262,198,1708,198,262,198,1708,198,262,198,1708,198,262,198,1708,198,262,198,262,198,1708,198,262,198,220,220,220,220,220,220]"
10552,"[25,198,198,464,5044,282,7623,25,2088,538,364,198,198,32,198,198,1169,5044,282,7623,198,198,32,198,198,1169,5044,282,7623,198,198,32,198,198,1169,5044,282,7623,198,198,32,198,198,1169,5044,282,7623,198,198,32]"
2781,"[1,201,198,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,289,2625,10,16,10,16,1,73,2625,10,17,10,17,1,73,2625,10,18,10,18,1,73,2625,10,19,10,19]"
8617,"[1188,570,2625,4852,23984,8671,6927,8671,951,12626,2625,17,5320,5,77,24145,26,3556,8671,12240,2213,29,198,27,0,650,29,198,3556,11487,6927,8671,9647,2625,16,39658,1398,2625,5239,10548,25,27171,22039,64,13291,2625,4023,1378,2503,13]"
12211,"[345,11,198,611,345,198,765,198,597,198,584,8,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,1635,220,220,220]"
1473,"[951,8094,2625,22093,5320,21293,392,38884,3556,49736,366,29,198,3556,7146,29,198,27,7146,1398,2625,1370,5320,7359,7146,29,198,27,7146,1398,2625,1370,5320,220,1279,12626,1398,2625,77,5320,45,18,45,71,3556,12626,29,198,27,12626]"
6101,"[428,257,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,269,264,198,13,82,764,264,837,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264]"
7818,"[72,24,72,29,201,198,13,8189,12048,82,1084,22766,13,73,11540,13,50,24,72,14,24,72,27,13,8457,72,24,72,29,201,198,13,8189,12048,82,1084,22766,13,77,11540,13,34,27,13,8457,72,24,72,29,201]"
2437,"[1635,1388,36500,474,763,26,474,220,1388,22071,1635,36500,26,62,66,36500,220,4808,4808,46012,7249,62,73,22071,1635,1635,4808,46012,2878,62,4808,46012,7249,62,73,22071,62,66,62,62,26,62,4102,198,1635,2878,62,4808,4102,4808]"
5446,"[326,1635,286,1635,6634,287,262,1635,198,1635,1635,262,1635,1635,1635,1635,198,1635,1635,1635,1635,1635,1635,1635,1635,198,1635,1635,1635,1635,1635,1635,1635,198,1635,1635,1635,1635,1635,1635,1635,1635,198,1635,1635,1635,1635,1635,1635,1635]"
6555,"[41237,286,3336,1635,34764,56,13,1635,1,198,1635,1635,1635,1635,1635,1,198,1635,1635,1635,1635,366,198,1635,1635,1635,1635,1,198,1635,1635,1635,1635,1635,1635,1,198,1635,1635,1635,1635,1635,1635,1,198,1635,1635,1635,1635,1635]"
7209,"[198,513,257,13,198,362,13,198,352,13,198,352,13,198,352,13,198,198,18,257,13,198,16,13,198,16,13,198,16,13,198,16,13,198,198,18,257,13,198,16,13,198,16,13,198,16,13,198,17,13]"
9663,"[262,11,262,11,262,11,262,11,262,11,262,290,262,198,262,11,262,11,262,11,198,2,220,220,220,262,11,262,11,262,11,198,262,11,262,11,262,11,262,11,262,11,198,262,11,262,11,262,11,262]"
406,"[45,197,197,197,796,657,197,198,72,197,45,197,15,197,197,220,220,220,220,220,220,220,220,220,220,220,220,796,15,197,198,7,1312,197,7,1312,197,220,220,220,220,220,220,220,220,220,220,220,220,220]"
12967,"[262,1635,1635,62,1635,1635,62,9,62,9,62,9,62,9,62,1635,62,198,318,2163,198,1635,62,198,1635,62,198,1635,62,198,1635,62,198,1635,62,198,1635,62,198,1635,62,198,1635,62,198,1635,62,9,62,9]"
623,"[534,13,198,198,447,250,564,254,564,251,198,198,447,246,198,198,13,198,198,447,246,764,198,198,447,246,198,198,447,246,198,198,447,246,198,198,447,246,198,198,447,246,198,198,447,246,198,198,447,246]"
1639,"[4868,6097,3084,18,1,10638,6764,33151,3084,2625,4868,1,3556,3846,29,198,27,11487,4865,2625,16,1,2685,2777,4092,2625,15,1,2685,39231,2625,17,1,9647,2625,3064,4,5320,198,27,12048,2099,2625,5239,14,37495,5320,198,15211,2488]"
5880,"[290,257,198,340,13,198,198,32,198,428,3052,13,198,198,32,198,262,3052,13,198,198,32,198,262,3052,13,198,198,32,198,262,3052,13,198,198,32,198,383,3052,13,198,198,32,198,262,3052,13,198,198,32]"
3305,"[198,198,13,317,1178,286,262,198,198,1169,198,198,13,198,198,1169,198,198,13,198,198,464,198,198,13,198,198,13,198,198,1169,198,198,13,198,198,13,198,198,464,198,198,13,198,198,13,198,198,13,198]"
824,"[32,24,36,25,36,16,33,16,32,24,201,198,201,198,201,198,58,9,60,201,198,44,201,198,58,9,60,201,198,44,201,198,58,9,60,201,198,44,201,198,58,9,60,201,198,44,201,198,58,9]"
6824,"[871,62,628,220,220,220,25597,62,34,7483,1961,12683,92,198,220,220,220,25597,62,34,12392,62,1961,62,34,7087,62,1961,12683,92,198,220,220,220,25597,62,34,12392,62,1961,62,34,7087,62,1961,12683,62,16,92,198]"
11369,"[20692,17,8,198,197,90,657,11,657,11,657,11,657,11,657,11,20398,20692,12709,11,20398,20692,12709,11,20398,20692,12709,92,198,197,90,657,11,20398,20692,7,4808,7,28611,828,50,7,15,36911,20398,20692,7,4808,7,28611]"
6667,"[26272,13,6494,3556,439,29,198,27,3556,2659,29,198,27,7146,4686,2625,62,2618,5320,198,27,64,1438,2625,62,4852,23984,64,29,198,198,27,1671,29,628,198,27,28112,29335,18604,33303,3963,28662,47140,33,1503,29335,28,14610,198]"
5238,"[262,13,533,262,286,262,286,262,286,262,262,262,286,262,290,262,286,262,290,262,286,290,262,286,262,290,262,286,262,290,262,290,262,286,262,290,262,286,262,290,262,286,262,286,262,290,262,286,262,286]"
12546,"[5320,11,198,10638,399,2625,22093,3556,18,6927,18,29,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,28376,13639,11,3084,6888,27,18,29,220,220,220,220,220,220,220,220,220]"
9624,"[15,5268,77,12463,197,197,198,198,15211,0,197,59,197,14,198,15,197,59,197,197,197,197,16,198,16,197,59,197,197,197,197,14,198,17,197,59,197,197,197,197,14,198,18,197,59,197,197,197,197,16]"
4483,"[198,198,1268,198,198,10970,198,198,32,198,198,43,198,198,32,198,198,43,198,198,32,198,198,43,198,198,32,198,198,45,198,198,36,198,198,34,198,198,36,198,198,36,198,198,32,198,198,40,198,198]"
7038,"[220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,1005,7,371,9242,220,220,220,1267,220,198,7783,49,796,198,220,220,220,371,1005,3419,198]"
6495,"[220,22927,220,220,29568,834,198,62,10378,82,7336,197,3467,82,287,7,834,198,62,10378,82,34,42,197,220,220,220,220,220,220,220,220,3467,82,287,3467,834,198,62,10378,82,197,220,220,220,220,220,220,220,220]"
12645,"[489,13,198,1635,345,460,470,466,257,5964,198,13,15,5094,3611,14,22961,262,460,2196,26,198,13,15,1171,3611,14,22961,262,460,2196,26,198,13,15,1171,3611,14,22961,262,460,2196,26,198,13,15,1171,3611,14,22961]"
1218,"[198,198,464,1321,286,428,290,326,290,262,584,284,198,198,464,1321,286,428,290,326,290,262,584,284,198,198,1169,1321,286,428,290,326,290,262,584,284,198,198,464,1321,286,428,290,326,262,584,284,198,198,1169]"
2514,"[361,197,3373,197,197,197,1003,584,197,3373,262,197,198,3373,197,197,197,197,1003,197,197,1003,3373,197,197,1003,197,197,1003,197,197,1003,197,197,1003,197,198,1003,197,197,197,197,1003,197,197,1003,197,197,1003,197]"
13622,"[11,1398,11,1398,11,10638,11,1398,11,10638,11,1398,11,1398,11,1398,11,1398,11,10638,11,1279,11,1279,11,1398,11,1398,11,2685,12,20192,11,1398,11,1398,11,1398,11,1398,11,1398,11,1398,11,1398,11,1398,11,10638]"
7936,"[14,785,62,13297,62,6495,8692,62,6495,8095,62,48806,14,18,13,16,13,940,2,43,17,198,73,289,38227,18,43,14,69,37,13,2777,36,19,385,25,16,17457,12567,14,785,62,13297,62,6495,8692,62,6495,8095,62]"
9749,"[198,383,2446,1231,262,26198,4049,366,706,4504,1003,1,5860,262,319,198,2139,318,262,19390,22915,1988,16290,329,2446,1231,284,198,4091,4938,284,2139,7824,1003,25206,407,13,1,262,262,779,284,4809,318,262,19390,22915,198,1988,16290]"
12709,"[198,746,79,14,746,489,571,13,6494,198,746,79,198,746,79,198,746,489,571,13,2398,198,746,489,571,13,2398,198,746,489,571,198,746,489,571,220,220,220,220,220,220,220,28477,13,50,198,746,489,571,198]"
3984,"[13,198,198,6,705,705,705,764,11,764,198,198,6,705,764,11,764,198,198,6,45302,198,198,6,705,198,198,6,705,198,198,6,705,198,198,6,705,198,198,6,198,198,6,198,198,6,705,198,198,6]"
3413,"[201,198,35,21,201,198,32,20,201,198,36,24,201,198,35,19,201,198,36,20,201,198,35,17,201,198,34,15,201,198,34,15,201,198,36,15,201,198,36,19,201,198,34,16,201,198,34,16,201,198]"
3164,"[25,796,1581,9050,22182,44580,35,42176,796,376,62,1581,9050,22182,44580,35,42176,796,376,62,1581,9050,22182,44580,35,42176,796,376,62,1581,9050,22182,44580,35,42176,796,37,62,1581,9050,22182,44580,35,42176,796,198,37,62,1581,9050]"
1150,"[5320,198,1,3556,49736,39231,2625,15,17,5320,1,198,1,198,1,27,49736,39231,2625,15,18,5320,198,1,3556,49736,39231,2625,15,17,5320,1,198,1,27,49736,39231,2625,15,18,5320,198,1,198,1,5,696,26,2528,26]"
2206,"[13271,8635,46745,7,1462,20692,36911,62,79,16,36911,13271,8635,46745,7,13271,8635,46745,7,6738,20692,4008,828,62,69,16,828,61,62,69,17,828,61,62,69,18,828,61,62,69,19,828,61,62,69,20,828,61,62,69]"
9357,"[447,251,287,257,447,251,198,198,392,257,198,198,1462,198,198,447,250,198,198,447,246,198,198,447,246,198,198,447,246,198,198,447,246,198,198,447,246,198,198,447,246,198,198,447,246,198,198,447,246,198]"
5062,"[13,851,262,2524,851,262,2524,262,2524,262,2524,262,2524,851,262,2524,262,2524,262,2524,262,2524,262,2524,851,262,2524,262,2524,262,2524,198,198,464,2524,262,2524,262,2524,262,2524,262,2524,262,2524,262,2524,262,2524,262]"
11499,"[13,318,262,11,290,286,11,198,198,21009,286,284,198,198,21009,198,198,21009,198,198,21009,198,198,21009,198,198,21009,198,198,21009,198,198,21009,198,198,21009,198,198,21009,198,198,21009,198,198,21009,198,198,21009,198,198]"
8451,"[464,1635,198,284,198,286,597,1635,198,884,1635,198,884,198,262,1635,198,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
5049,"[262,351,13,287,13,286,220,220,220,220,220,290,13,220,220,220,220,220,262,13,290,220,220,220,220,220,220,262,13,220,220,220,220,220,220,262,13,220,220,220,220,220,220,262,13,220,220,220,220,220]"
